"Year","SA2.name","Gender","Age_category","Population_Count"
2017,"Melbourne (CBD)","M","Adult",4900
2017,"Melbourne (CBD)","M","Old",528
2017,"Melbourne (CBD)","F","Child",212
2017,"Melbourne (CBD)","F","Teen",430
2017,"Melbourne (CBD)","F","Adult",4716
2017,"Melbourne (CBD)","F","Old",473
2017,"Melbourne (CBD)","A","Child",424
2017,"Melbourne (CBD)","A","Teen",840
2017,"Melbourne (CBD)","A","Adult",9616
2017,"Melbourne (CBD)","A","Old",1001
2017,"Melbourne (CBD)","M","Child",188
2017,"Melbourne (CBD)","M","Teen",828
2017,"Melbourne (CBD)","M","Adult",6259
2017,"Melbourne (CBD)","M","Old",231
2017,"Melbourne (CBD)","F","Child",202
2017,"Melbourne (CBD)","F","Teen",1231
2017,"Melbourne (CBD)","F","Adult",6661
2017,"Melbourne (CBD)","F","Old",201
2017,"Melbourne (CBD)","A","Child",390
2017,"Melbourne (CBD)","A","Teen",2059
2017,"Melbourne (CBD)","A","Adult",12920
2017,"Melbourne (CBD)","A","Old",432
2017,"Melbourne (CBD)","M","Child",282
2017,"Melbourne (CBD)","M","Teen",500
2017,"Melbourne (CBD)","M","Adult",7391
2017,"Melbourne (CBD)","M","Old",340
2017,"Melbourne (CBD)","F","Child",245
2017,"Melbourne (CBD)","F","Teen",623
2017,"Melbourne (CBD)","F","Adult",7219
2017,"Melbourne (CBD)","F","Old",288
2017,"Melbourne (CBD)","A","Child",527
2017,"Melbourne (CBD)","A","Teen",1123
2017,"Melbourne (CBD)","A","Adult",14610
2017,"Melbourne (CBD)","A","Old",628
2017,"North Melbourne","M","Child",690
2017,"North Melbourne","M","Teen",758
2017,"North Melbourne","M","Adult",6019
2017,"North Melbourne","M","Old",810
2017,"North Melbourne","F","Child",671
2017,"North Melbourne","F","Teen",883
2017,"North Melbourne","F","Adult",6298
2017,"North Melbourne","F","Old",873
2017,"North Melbourne","A","Child",1361
2017,"North Melbourne","A","Teen",1641
2017,"North Melbourne","A","Adult",12317
2017,"North Melbourne","A","Old",1683
2017,"Melbourne (Remainder)","M","Child",0
2017,"Melbourne (Remainder)","M","Teen",0
2017,"Melbourne (Remainder)","M","Adult",0
2017,"Melbourne (Remainder)","M","Old",0
2017,"Melbourne (Remainder)","F","Child",0
2017,"Melbourne (Remainder)","F","Teen",0
2017,"Melbourne (Remainder)","F","Adult",0
2017,"Melbourne (Remainder)","F","Old",0
2017,"Melbourne (Remainder)","A","Child",0
2017,"Melbourne (Remainder)","A","Teen",0
2017,"Melbourne (Remainder)","A","Adult",0
2017,"Melbourne (Remainder)","A","Old",0
2017,"Southbank","M","Child",193
2017,"Southbank","M","Teen",133
2017,"Southbank","M","Adult",3069
2017,"Southbank","M","Old",415
2017,"Southbank","F","Child",211
2017,"Southbank","F","Teen",193
2017,"Southbank","F","Adult",2838
2017,"Southbank","F","Old",393
2017,"Southbank","A","Child",404
2017,"Southbank","A","Teen",326
2017,"Southbank","A","Adult",5907
2017,"Southbank","A","Old",808
2017,"Southbank","M","Child",338
2017,"Southbank","M","Teen",300
2017,"Southbank","M","Adult",6055
2017,"Southbank","M","Old",466
2017,"Southbank","F","Child",315
2017,"Southbank","F","Teen",402
2017,"Southbank","F","Adult",5754
2017,"Southbank","F","Old",502
2017,"Southbank","A","Child",653
2017,"Southbank","A","Teen",702
2017,"Southbank","A","Adult",11809
2017,"Southbank","A","Old",968
2017,"West Melbourne (Residential)","M","Child",170
2017,"West Melbourne (Residential)","M","Teen",174
2017,"West Melbourne (Residential)","M","Adult",2763
2017,"West Melbourne (Residential)","M","Old",175
2017,"West Melbourne (Residential)","F","Child",185
2017,"West Melbourne (Residential)","F","Teen",168
2017,"West Melbourne (Residential)","F","Adult",2266
2017,"West Melbourne (Residential)","F","Old",183
2017,"West Melbourne (Residential)","A","Child",355
2017,"West Melbourne (Residential)","A","Teen",342
2017,"West Melbourne (Residential)","A","Adult",5029
2017,"West Melbourne (Residential)","A","Old",358
2017,"Port Melbourne","M","Child",927
2017,"Port Melbourne","M","Teen",606
2017,"Port Melbourne","M","Adult",5225
2017,"Port Melbourne","M","Old",1662
2017,"Port Melbourne","F","Child",927
2017,"Port Melbourne","F","Teen",557
2017,"Port Melbourne","F","Adult",5735
2017,"Port Melbourne","F","Old",1855
2017,"Port Melbourne","A","Child",1854
2017,"Port Melbourne","A","Teen",1163
2017,"Port Melbourne","A","Adult",10960
2017,"Port Melbourne","A","Old",3517
2017,"Port Melbourne","M","Child",12
2017,"Port Melbourne","M","Teen",14
2017,"Port Melbourne","M","Adult",169
2017,"Port Melbourne","M","Old",7
2017,"Port Melbourne","F","Child",10
2017,"Port Melbourne","F","Teen",7
2017,"Port Melbourne","F","Adult",146
2017,"Port Melbourne","F","Old",10
2017,"Port Melbourne","A","Child",22
2017,"Port Melbourne","A","Teen",21
2017,"Port Melbourne","A","Adult",315
2017,"Port Melbourne","A","Old",17
2018,"Carlton","M","Child",466
2018,"Carlton","M","Teen",1160
2018,"Carlton","M","Adult",7387
2018,"Carlton","M","Old",804
2018,"Carlton","F","Child",418
2018,"Carlton","F","Teen",1578
2018,"Carlton","F","Adult",8058
2018,"Carlton","F","Old",960
2018,"Carlton","A","Child",884
2018,"Carlton","A","Teen",2738
2018,"Carlton","A","Adult",15445
2018,"Carlton","A","Old",1764
2018,"Docklands","M","Child",537
2018,"Docklands","M","Teen",293
2018,"Docklands","M","Adult",6499
2018,"Docklands","M","Old",726
2018,"Docklands","F","Child",498
2018,"Docklands","F","Teen",329
2018,"Docklands","F","Adult",5923
2018,"Docklands","F","Old",631
2018,"Docklands","A","Child",1035
2018,"Docklands","A","Teen",622
2018,"Docklands","A","Adult",12422
2018,"Docklands","A","Old",1357
2018,"East Melbourne","M","Child",145
2018,"East Melbourne","M","Teen",86
2018,"East Melbourne","M","Adult",1724
2018,"East Melbourne","M","Old",631
2018,"East Melbourne","F","Child",176
2018,"East Melbourne","F","Teen",102
2018,"East Melbourne","F","Adult",1850
2018,"East Melbourne","F","Old",698
2018,"East Melbourne","A","Child",321
2018,"East Melbourne","A","Teen",188
2018,"East Melbourne","A","Adult",3574
2018,"East Melbourne","A","Old",1329
2018,"Melbourne (Remainder)","M","Child",9
2018,"Melbourne (Remainder)","M","Teen",0
2018,"Melbourne (Remainder)","M","Adult",35
2018,"Melbourne (Remainder)","M","Old",0
2018,"Melbourne (Remainder)","F","Child",3
2018,"Melbourne (Remainder)","F","Teen",0
2018,"Melbourne (Remainder)","F","Adult",39
2018,"Melbourne (Remainder)","F","Old",0
2018,"Melbourne (Remainder)","A","Child",12
2018,"Melbourne (Remainder)","A","Teen",0
2018,"Melbourne (Remainder)","A","Adult",74
2018,"Melbourne (Remainder)","A","Old",0
2018,"Kensington","M","Child",642
2018,"Kensington","M","Teen",393
2018,"Kensington","M","Adult",3890
2018,"Kensington","M","Old",679
2018,"Kensington","F","Child",658
2018,"Kensington","F","Teen",387
2018,"Kensington","F","Adult",4064
2018,"Kensington","F","Old",780
2018,"Kensington","A","Child",1300
2018,"Kensington","A","Teen",780
2018,"Kensington","A","Adult",7954
2018,"Kensington","A","Old",1459
2018,"Parkville","M","Child",223
2018,"Parkville","M","Teen",641
2018,"Parkville","M","Adult",2538
2018,"Parkville","M","Old",446
2018,"Parkville","F","Child",239
2018,"Parkville","F","Teen",888
2018,"Parkville","F","Adult",2612
2018,"Parkville","F","Old",655
2018,"Parkville","A","Child",462
2018,"Parkville","A","Teen",1529
2018,"Parkville","A","Adult",5150
2018,"Parkville","A","Old",1101
2018,"South Yarra","M","Child",207
2018,"South Yarra","M","Teen",256
2018,"South Yarra","M","Adult",2024
2018,"South Yarra","M","Old",817
2018,"South Yarra","F","Child",214
2018,"South Yarra","F","Teen",213
2018,"South Yarra","F","Adult",2300
2018,"South Yarra","F","Old",926
2018,"South Yarra","A","Child",421
2018,"South Yarra","A","Teen",469
2018,"South Yarra","A","Adult",4324
2018,"South Yarra","A","Old",1743
2018,"West Melbourne (Industrial)","M","Child",0
2018,"West Melbourne (Industrial)","M","Teen",0
2018,"West Melbourne (Industrial)","M","Adult",2
2018,"West Melbourne (Industrial)","M","Old",0
2018,"West Melbourne (Industrial)","F","Child",0
2018,"West Melbourne (Industrial)","F","Teen",0
2018,"West Melbourne (Industrial)","F","Adult",0
2018,"West Melbourne (Industrial)","F","Old",1
2018,"West Melbourne (Industrial)","A","Child",0
2018,"West Melbourne (Industrial)","A","Teen",0
2018,"West Melbourne (Industrial)","A","Adult",2
2018,"West Melbourne (Industrial)","A","Old",1
2018,"Melbourne (CBD)","M","Child",223
2018,"Melbourne (CBD)","M","Teen",397
2018,"Melbourne (CBD)","M","Adult",5128
2018,"Melbourne (CBD)","M","Old",537
2018,"Melbourne (CBD)","F","Child",215
2018,"Melbourne (CBD)","F","Teen",423
2018,"Melbourne (CBD)","F","Adult",4922
2018,"Melbourne (CBD)","F","Old",477
2018,"Melbourne (CBD)","A","Child",438
2018,"Melbourne (CBD)","A","Teen",820
2018,"Melbourne (CBD)","A","Adult",10050
2018,"Melbourne (CBD)","A","Old",1014
2018,"Melbourne (CBD)","M","Child",197
2018,"Melbourne (CBD)","M","Teen",810
2018,"Melbourne (CBD)","M","Adult",7007
2018,"Melbourne (CBD)","M","Old",236
2018,"Melbourne (CBD)","F","Child",216
2018,"Melbourne (CBD)","F","Teen",1131
2018,"Melbourne (CBD)","F","Adult",7323
2018,"Melbourne (CBD)","F","Old",211
2018,"Melbourne (CBD)","A","Child",413
2018,"Melbourne (CBD)","A","Teen",1941
2018,"Melbourne (CBD)","A","Adult",14330
2018,"Melbourne (CBD)","A","Old",447
2018,"Melbourne (CBD)","M","Child",307
2018,"Melbourne (CBD)","M","Teen",487
2018,"Melbourne (CBD)","M","Adult",8003
2018,"Melbourne (CBD)","M","Old",360
2018,"Melbourne (CBD)","F","Child",270
2018,"Melbourne (CBD)","F","Teen",591
2018,"Melbourne (CBD)","F","Adult",7772
2018,"Melbourne (CBD)","F","Old",311
2018,"Melbourne (CBD)","A","Child",577
2018,"Melbourne (CBD)","A","Teen",1078
2018,"Melbourne (CBD)","A","Adult",15775
2018,"Melbourne (CBD)","A","Old",671
2018,"North Melbourne","M","Child",765
2018,"North Melbourne","M","Teen",765
2018,"North Melbourne","M","Adult",6213
2018,"North Melbourne","M","Old",824
2018,"North Melbourne","F","Child",784
2018,"North Melbourne","F","Teen",859
2018,"North Melbourne","F","Adult",6455
2018,"North Melbourne","F","Old",920
2018,"North Melbourne","A","Child",1549
2018,"North Melbourne","A","Teen",1624
2018,"North Melbourne","A","Adult",12668
2018,"North Melbourne","A","Old",1744
2018,"Melbourne (Remainder)","M","Child",0
2018,"Melbourne (Remainder)","M","Teen",0
2018,"Melbourne (Remainder)","M","Adult",0
2018,"Melbourne (Remainder)","M","Old",0
2018,"Melbourne (Remainder)","F","Child",0
2018,"Melbourne (Remainder)","F","Teen",0
2018,"Melbourne (Remainder)","F","Adult",0
2018,"Melbourne (Remainder)","F","Old",0
2018,"Melbourne (Remainder)","A","Child",0
2018,"Melbourne (Remainder)","A","Teen",0
2018,"Melbourne (Remainder)","A","Adult",0
2018,"Melbourne (Remainder)","A","Old",0
2018,"Southbank","M","Child",207
2018,"Southbank","M","Teen",126
2018,"Southbank","M","Adult",3120
2018,"Southbank","M","Old",423
2018,"Southbank","F","Child",223
2018,"Southbank","F","Teen",186
2018,"Southbank","F","Adult",2871
2018,"Southbank","F","Old",402
2018,"Southbank","A","Child",430
2018,"Southbank","A","Teen",312
2018,"Southbank","A","Adult",5991
2018,"Southbank","A","Old",825
2018,"Southbank","M","Child",390
2018,"Southbank","M","Teen",305
2018,"Southbank","M","Adult",6755
2018,"Southbank","M","Old",495
2018,"Southbank","F","Child",358
2018,"Southbank","F","Teen",394
2018,"Southbank","F","Adult",6366
2018,"Southbank","F","Old",532
2018,"Southbank","A","Child",748
2018,"Southbank","A","Teen",699
2018,"Southbank","A","Adult",13121
2018,"Southbank","A","Old",1027
2018,"West Melbourne (Residential)","M","Child",179
2018,"West Melbourne (Residential)","M","Teen",184
2018,"West Melbourne (Residential)","M","Adult",2947
2018,"West Melbourne (Residential)","M","Old",190
2018,"West Melbourne (Residential)","F","Child",192
2018,"West Melbourne (Residential)","F","Teen",186
2018,"West Melbourne (Residential)","F","Adult",2516
2018,"West Melbourne (Residential)","F","Old",204
2018,"West Melbourne (Residential)","A","Child",371
2018,"West Melbourne (Residential)","A","Teen",370
2018,"West Melbourne (Residential)","A","Adult",5463
2018,"West Melbourne (Residential)","A","Old",394
2018,"Port Melbourne","M","Child",931
2018,"Port Melbourne","M","Teen",632
2018,"Port Melbourne","M","Adult",5082
2018,"Port Melbourne","M","Old",1705
2018,"Port Melbourne","F","Child",957
2018,"Port Melbourne","F","Teen",575
2018,"Port Melbourne","F","Adult",5581
2018,"Port Melbourne","F","Old",1891
2018,"Port Melbourne","A","Child",1888
2018,"Port Melbourne","A","Teen",1207
2018,"Port Melbourne","A","Adult",10663
2018,"Port Melbourne","A","Old",3596
2018,"Port Melbourne","M","Child",25
2018,"Port Melbourne","M","Teen",24
2018,"Port Melbourne","M","Adult",357
2018,"Port Melbourne","M","Old",11
2018,"Port Melbourne","F","Child",22
2018,"Port Melbourne","F","Teen",18
2018,"Port Melbourne","F","Adult",313
2018,"Port Melbourne","F","Old",15
2018,"Port Melbourne","A","Child",47
2018,"Port Melbourne","A","Teen",42
2018,"Port Melbourne","A","Adult",670
2018,"Port Melbourne","A","Old",26
2019,"Carlton","M","Child",450
2019,"Carlton","M","Teen",1062
2019,"Carlton","M","Adult",7661
2019,"Carlton","M","Old",822
2019,"Carlton","F","Child",412
2019,"Carlton","F","Teen",1396
2019,"Carlton","F","Adult",8218
2019,"Carlton","F","Old",1008
2019,"Carlton","A","Child",862
2019,"Carlton","A","Teen",2458
2019,"Carlton","A","Adult",15879
2019,"Carlton","A","Old",1830
2019,"Docklands","M","Child",573
2019,"Docklands","M","Teen",273
2019,"Docklands","M","Adult",6953
2019,"Docklands","M","Old",761
2019,"Docklands","F","Child",529
2019,"Docklands","F","Teen",311
2019,"Docklands","F","Adult",6292
2019,"Docklands","F","Old",677
2019,"Docklands","A","Child",1102
2019,"Docklands","A","Teen",584
2019,"Docklands","A","Adult",13245
2019,"Docklands","A","Old",1438
2019,"East Melbourne","M","Child",144
2019,"East Melbourne","M","Teen",89
2019,"East Melbourne","M","Adult",1711
2019,"East Melbourne","M","Old",649
2019,"East Melbourne","F","Child",177
2019,"East Melbourne","F","Teen",104
2019,"East Melbourne","F","Adult",1819
2019,"East Melbourne","F","Old",723
2019,"East Melbourne","A","Child",321
2019,"East Melbourne","A","Teen",193
2019,"East Melbourne","A","Adult",3530
2019,"East Melbourne","A","Old",1372
2019,"Melbourne (Remainder)","M","Child",8
2019,"Melbourne (Remainder)","M","Teen",0
2019,"Melbourne (Remainder)","M","Adult",38
2019,"Melbourne (Remainder)","M","Old",0
2019,"Melbourne (Remainder)","F","Child",2
2019,"Melbourne (Remainder)","F","Teen",1
2019,"Melbourne (Remainder)","F","Adult",34
2019,"Melbourne (Remainder)","F","Old",0
2019,"Melbourne (Remainder)","A","Child",10
2019,"Melbourne (Remainder)","A","Teen",1
2019,"Melbourne (Remainder)","A","Adult",72
2019,"Melbourne (Remainder)","A","Old",0
2019,"Kensington","M","Child",639
2019,"Kensington","M","Teen",409
2019,"Kensington","M","Adult",3909
2019,"Kensington","M","Old",708
2019,"Kensington","F","Child",661
2019,"Kensington","F","Teen",403
2019,"Kensington","F","Adult",4095
2019,"Kensington","F","Old",787
2019,"Kensington","A","Child",1300
2019,"Kensington","A","Teen",812
2019,"Kensington","A","Adult",8004
2019,"Kensington","A","Old",1495
2019,"Parkville","M","Child",226
2019,"Parkville","M","Teen",652
2019,"Parkville","M","Adult",2565
2019,"Parkville","M","Old",430
2019,"Parkville","F","Child",233
2019,"Parkville","F","Teen",940
2019,"Parkville","F","Adult",2622
2019,"Parkville","F","Old",623
2019,"Parkville","A","Child",459
2019,"Parkville","A","Teen",1592
2019,"Parkville","A","Adult",5187
2019,"Parkville","A","Old",1053
2019,"South Yarra","M","Child",214
2019,"South Yarra","M","Teen",255
2019,"South Yarra","M","Adult",2072
2019,"South Yarra","M","Old",832
2019,"South Yarra","F","Child",208
2019,"South Yarra","F","Teen",219
2019,"South Yarra","F","Adult",2302
2019,"South Yarra","F","Old",953
2019,"South Yarra","A","Child",422
2019,"South Yarra","A","Teen",474
2019,"South Yarra","A","Adult",4374
2019,"South Yarra","A","Old",1785
2019,"West Melbourne (Industrial)","M","Child",0
2019,"West Melbourne (Industrial)","M","Teen",0
2019,"West Melbourne (Industrial)","M","Adult",0
2019,"West Melbourne (Industrial)","M","Old",2
2019,"West Melbourne (Industrial)","F","Child",0
2019,"West Melbourne (Industrial)","F","Teen",0
2019,"West Melbourne (Industrial)","F","Adult",0
2019,"West Melbourne (Industrial)","F","Old",1
2019,"West Melbourne (Industrial)","A","Child",0
2019,"West Melbourne (Industrial)","A","Teen",0
2019,"West Melbourne (Industrial)","A","Adult",0
2019,"West Melbourne (Industrial)","A","Old",3
2019,"Melbourne (CBD)","M","Child",227
2019,"Melbourne (CBD)","M","Teen",365
2019,"Melbourne (CBD)","M","Adult",5252
2019,"Melbourne (CBD)","M","Old",557
2019,"Melbourne (CBD)","F","Child",218
2019,"Melbourne (CBD)","F","Teen",400
2019,"Melbourne (CBD)","F","Adult",5034
2019,"Melbourne (CBD)","F","Old",477
2019,"Melbourne (CBD)","A","Child",445
2019,"Melbourne (CBD)","A","Teen",765
2019,"Melbourne (CBD)","A","Adult",10286
2019,"Melbourne (CBD)","A","Old",1034
2019,"Melbourne (CBD)","M","Child",207
2019,"Melbourne (CBD)","M","Teen",774
2019,"Melbourne (CBD)","M","Adult",7715
2019,"Melbourne (CBD)","M","Old",248
2019,"Melbourne (CBD)","F","Child",222
2019,"Melbourne (CBD)","F","Teen",1005
2019,"Melbourne (CBD)","F","Adult",7962
2019,"Melbourne (CBD)","F","Old",232
2019,"Melbourne (CBD)","A","Child",429
2019,"Melbourne (CBD)","A","Teen",1779
2019,"Melbourne (CBD)","A","Adult",15677
2019,"Melbourne (CBD)","A","Old",480
2019,"Melbourne (CBD)","M","Child",313
2019,"Melbourne (CBD)","M","Teen",449
2019,"Melbourne (CBD)","M","Adult",8394
2019,"Melbourne (CBD)","M","Old",348
2019,"Melbourne (CBD)","F","Child",267
2019,"Melbourne (CBD)","F","Teen",545
2019,"Melbourne (CBD)","F","Adult",8106
2019,"Melbourne (CBD)","F","Old",328
2019,"Melbourne (CBD)","A","Child",580
2019,"Melbourne (CBD)","A","Teen",994
2019,"Melbourne (CBD)","A","Adult",16500
2019,"Melbourne (CBD)","A","Old",676
2019,"North Melbourne","M","Child",820
2019,"North Melbourne","M","Teen",761
2019,"North Melbourne","M","Adult",6318
2019,"North Melbourne","M","Old",852
2019,"North Melbourne","F","Child",865
2019,"North Melbourne","F","Teen",821
2019,"North Melbourne","F","Adult",6523
2019,"North Melbourne","F","Old",981
2019,"North Melbourne","A","Child",1685
2019,"North Melbourne","A","Teen",1582
2019,"North Melbourne","A","Adult",12841
2019,"North Melbourne","A","Old",1833
2019,"Melbourne (Remainder)","M","Child",0
2019,"Melbourne (Remainder)","M","Teen",0
2019,"Melbourne (Remainder)","M","Adult",0
2019,"Melbourne (Remainder)","M","Old",0
2019,"Melbourne (Remainder)","F","Child",0
2019,"Melbourne (Remainder)","F","Teen",0
2019,"Melbourne (Remainder)","F","Adult",0
2019,"Melbourne (Remainder)","F","Old",0
2019,"Melbourne (Remainder)","A","Child",0
2019,"Melbourne (Remainder)","A","Teen",0
2019,"Melbourne (Remainder)","A","Adult",0
2019,"Melbourne (Remainder)","A","Old",0
2019,"Southbank","M","Child",222
2019,"Southbank","M","Teen",121
2019,"Southbank","M","Adult",3173
2019,"Southbank","M","Old",427
2019,"Southbank","F","Child",238
2019,"Southbank","F","Teen",167
2019,"Southbank","F","Adult",2930
2019,"Southbank","F","Old",419
2019,"Southbank","A","Child",460
2019,"Southbank","A","Teen",288
2019,"Southbank","A","Adult",6103
2019,"Southbank","A","Old",846
2019,"Southbank","M","Child",415
2019,"Southbank","M","Teen",292
2019,"Southbank","M","Adult",7319
2019,"Southbank","M","Old",521
2019,"Southbank","F","Child",370
2019,"Southbank","F","Teen",381
2019,"Southbank","F","Adult",6837
2019,"Southbank","F","Old",570
2019,"Southbank","A","Child",785
2019,"Southbank","A","Teen",673
2019,"Southbank","A","Adult",14156
2019,"Southbank","A","Old",1091
2019,"West Melbourne (Residential)","M","Child",187
2019,"West Melbourne (Residential)","M","Teen",192
2019,"West Melbourne (Residential)","M","Adult",3139
2019,"West Melbourne (Residential)","M","Old",196
2019,"West Melbourne (Residential)","F","Child",199
2019,"West Melbourne (Residential)","F","Teen",196
2019,"West Melbourne (Residential)","F","Adult",2762
2019,"West Melbourne (Residential)","F","Old",220
2019,"West Melbourne (Residential)","A","Child",386
2019,"West Melbourne (Residential)","A","Teen",388
2019,"West Melbourne (Residential)","A","Adult",5901
2019,"West Melbourne (Residential)","A","Old",416
2019,"Port Melbourne","M","Child",910
2019,"Port Melbourne","M","Teen",686
2019,"Port Melbourne","M","Adult",4942
2019,"Port Melbourne","M","Old",1784
2019,"Port Melbourne","F","Child",966
2019,"Port Melbourne","F","Teen",616
2019,"Port Melbourne","F","Adult",5469
2019,"Port Melbourne","F","Old",1937
2019,"Port Melbourne","A","Child",1876
2019,"Port Melbourne","A","Teen",1302
2019,"Port Melbourne","A","Adult",10411
2019,"Port Melbourne","A","Old",3721
2019,"Port Melbourne","M","Child",45
2019,"Port Melbourne","M","Teen",40
2019,"Port Melbourne","M","Adult",578
2019,"Port Melbourne","M","Old",21
2019,"Port Melbourne","F","Child",36
2019,"Port Melbourne","F","Teen",30
2019,"Port Melbourne","F","Adult",511
2019,"Port Melbourne","F","Old",22
2019,"Port Melbourne","A","Child",81
2019,"Port Melbourne","A","Teen",70
2019,"Port Melbourne","A","Adult",1089
2019,"Port Melbourne","A","Old",43
2020,"Carlton","M","Child",427
2020,"Carlton","M","Teen",933
2020,"Carlton","M","Adult",7841
2020,"Carlton","M","Old",865
2020,"Carlton","F","Child",390
2020,"Carlton","F","Teen",1136
2020,"Carlton","F","Adult",8210
2020,"Carlton","F","Old",1063
2020,"Carlton","A","Child",817
2020,"Carlton","A","Teen",2069
2020,"Carlton","A","Adult",16051
2020,"Carlton","A","Old",1928
2020,"Docklands","M","Child",578
2020,"Docklands","M","Teen",246
2020,"Docklands","M","Adult",7111
2020,"Docklands","M","Old",780
2020,"Docklands","F","Child",539
2020,"Docklands","F","Teen",272
2020,"Docklands","F","Adult",6441
2020,"Docklands","F","Old",704
2020,"Docklands","A","Child",1117
2020,"Docklands","A","Teen",518
2020,"Docklands","A","Adult",13552
2020,"Docklands","A","Old",1484
2020,"East Melbourne","M","Child",132
2020,"East Melbourne","M","Teen",92
2020,"East Melbourne","M","Adult",1680
2020,"East Melbourne","M","Old",678
2020,"East Melbourne","F","Child",161
2020,"East Melbourne","F","Teen",106
2020,"East Melbourne","F","Adult",1775
2020,"East Melbourne","F","Old",759
2020,"East Melbourne","A","Child",293
2020,"East Melbourne","A","Teen",198
2020,"East Melbourne","A","Adult",3455
2020,"East Melbourne","A","Old",1437
2020,"Melbourne (Remainder)","M","Child",5
2020,"Melbourne (Remainder)","M","Teen",0
2020,"Melbourne (Remainder)","M","Adult",41
2020,"Melbourne (Remainder)","M","Old",1
2020,"Melbourne (Remainder)","F","Child",1
2020,"Melbourne (Remainder)","F","Teen",1
2020,"Melbourne (Remainder)","F","Adult",32
2020,"Melbourne (Remainder)","F","Old",0
2020,"Melbourne (Remainder)","A","Child",6
2020,"Melbourne (Remainder)","A","Teen",1
2020,"Melbourne (Remainder)","A","Adult",73
2020,"Melbourne (Remainder)","A","Old",1
2020,"Kensington","M","Child",617
2020,"Kensington","M","Teen",408
2020,"Kensington","M","Adult",3824
2020,"Kensington","M","Old",724
2020,"Kensington","F","Child",645
2020,"Kensington","F","Teen",399
2020,"Kensington","F","Adult",3992
2020,"Kensington","F","Old",807
2020,"Kensington","A","Child",1262
2020,"Kensington","A","Teen",807
2020,"Kensington","A","Adult",7816
2020,"Kensington","A","Old",1531
2020,"Parkville","M","Child",210
2020,"Parkville","M","Teen",656
2020,"Parkville","M","Adult",2585
2020,"Parkville","M","Old",431
2020,"Parkville","F","Child",215
2020,"Parkville","F","Teen",975
2020,"Parkville","F","Adult",2641
2020,"Parkville","F","Old",605
2020,"Parkville","A","Child",425
2020,"Parkville","A","Teen",1631
2020,"Parkville","A","Adult",5226
2020,"Parkville","A","Old",1036
2020,"South Yarra","M","Child",213
2020,"South Yarra","M","Teen",242
2020,"South Yarra","M","Adult",2021
2020,"South Yarra","M","Old",854
2020,"South Yarra","F","Child",200
2020,"South Yarra","F","Teen",221
2020,"South Yarra","F","Adult",2215
2020,"South Yarra","F","Old",994
2020,"South Yarra","A","Child",413
2020,"South Yarra","A","Teen",463
2020,"South Yarra","A","Adult",4236
2020,"South Yarra","A","Old",1848
2020,"West Melbourne (Industrial)","M","Child",0
2020,"West Melbourne (Industrial)","M","Teen",0
2020,"West Melbourne (Industrial)","M","Adult",0
2020,"West Melbourne (Industrial)","M","Old",0
2020,"West Melbourne (Industrial)","F","Child",0
2020,"West Melbourne (Industrial)","F","Teen",0
2020,"West Melbourne (Industrial)","F","Adult",0
2020,"West Melbourne (Industrial)","F","Old",0
2020,"West Melbourne (Industrial)","A","Child",0
2020,"West Melbourne (Industrial)","A","Teen",0
2020,"West Melbourne (Industrial)","A","Adult",0
2020,"West Melbourne (Industrial)","A","Old",0
2020,"Melbourne (CBD)","M","Child",220
2020,"Melbourne (CBD)","M","Teen",311
2020,"Melbourne (CBD)","M","Adult",5214
2020,"Melbourne (CBD)","M","Old",553
2020,"Melbourne (CBD)","F","Child",216
2020,"Melbourne (CBD)","F","Teen",355
2020,"Melbourne (CBD)","F","Adult",4993
2020,"Melbourne (CBD)","F","Old",484
2020,"Melbourne (CBD)","A","Child",436
2020,"Melbourne (CBD)","A","Teen",666
2020,"Melbourne (CBD)","A","Adult",10207
2020,"Melbourne (CBD)","A","Old",1037
2020,"Melbourne (CBD)","M","Child",194
2020,"Melbourne (CBD)","M","Teen",698
2020,"Melbourne (CBD)","M","Adult",8220
2020,"Melbourne (CBD)","M","Old",259
2020,"Melbourne (CBD)","F","Child",216
2020,"Melbourne (CBD)","F","Teen",841
2020,"Melbourne (CBD)","F","Adult",8482
2020,"Melbourne (CBD)","F","Old",245
2020,"Melbourne (CBD)","A","Child",410
2020,"Melbourne (CBD)","A","Teen",1539
2020,"Melbourne (CBD)","A","Adult",16702
2020,"Melbourne (CBD)","A","Old",504
2020,"Melbourne (CBD)","M","Child",294
2020,"Melbourne (CBD)","M","Teen",395
2020,"Melbourne (CBD)","M","Adult",8502
2020,"Melbourne (CBD)","M","Old",355
2020,"Melbourne (CBD)","F","Child",259
2020,"Melbourne (CBD)","F","Teen",462
2020,"Melbourne (CBD)","F","Adult",8186
2020,"Melbourne (CBD)","F","Old",343
2020,"Melbourne (CBD)","A","Child",553
2020,"Melbourne (CBD)","A","Teen",857
2020,"Melbourne (CBD)","A","Adult",16688
2020,"Melbourne (CBD)","A","Old",698
2020,"North Melbourne","M","Child",811
2020,"North Melbourne","M","Teen",773
2020,"North Melbourne","M","Adult",6389
2020,"North Melbourne","M","Old",896
2020,"North Melbourne","F","Child",896
2020,"North Melbourne","F","Teen",774
2020,"North Melbourne","F","Adult",6590
2020,"North Melbourne","F","Old",1025
2020,"North Melbourne","A","Child",1707
2020,"North Melbourne","A","Teen",1547
2020,"North Melbourne","A","Adult",12979
